Clean SKU,Stripped SKU,ORDER CODE,BRAND,Unnamed: 4,Unnamed: 5,LIST PRICE,DEALERS DISCOUNT,Unnamed: 8,Our Price,Our Price Values,Unnamed: 11,Compared to Sage,Compared to Generated
MWS3410,MWS3410,"MWS3410
",SMARTWAVE,34LT MICROWAVE OVEN - 1000W,P,9800,0.25,0.3,7350.0,7350.0,,,
MWS1718,MWS1718,"MWS1718
",SMARTWAVE,17LT MICROWAVE OVEN - 1800W,P,27600,0.25,0.3,20700.0,20700.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 54,PAGE 54,PAGE 54,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
RCS0010,RCS0010,RCS0010,SMARTCHEF,RICE COOKER - 10LT,,1600,0.25,0.3,1200.0,1200.0,,RCS0010,RCS0010
SVS0130,SVS0130,SVS0130,SMARTCHEF,SOUS VIDE COOKER,,7200,0.25,0.3,5400.0,5400.0,,SVS0130,SVS0130
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 55,PAGE 55,PAGE 55,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
WBS0001,WBS0001,WBS0001,SMARTCHEF,SINGLE BELGIAN WAFFLE BAKER - SQUARE (SNACK),,2800,0.25,0.3,2100.0,2100.0,,WBS0001,WBS0001
WBS0002,WBS0002,WBS0002,SMARTCHEF,DOUBLE BELGIAN WAFFLE BAKER - SQUARE (SNACK),,5200,0.25,0.3,3900.0,3900.0,,WBS0002,WBS0002
WBS2001,WBS2001,WBS2001,SMARTCHEF,STICK / LOLLY WAFFLE BAKER,,3600,0.25,0.3,2700.0,2700.0,,WBS2001,WBS2001
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 56,PAGE 56,PAGE 56,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
WBS1001,WBS1001,WBS1001,SMARTCHEF,SINGLE WAFFLE BAKER - ROUND (SNACK),,1800,0.25,0.3,1350.0,1350.0,,WBS1001,WBS1001
WBS1002,WBS1002,WBS1002,SMARTCHEF,DOUBLE WAFFLE BAKER - ROUND (SNACK),,4200,0.25,0.3,3150.0,3150.0,,WBS1002,WBS1002
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
WBS3001,WBS3001,"WBS3001
",SMARTCHEF,SINGLE WAFFLE BAKER - ROUND (ROTARY),,3800,0.25,0.3,2850.0,2850.0,,,
WBS3002,WBS3002,"WBS3002
",SMARTCHEF,DOUBLE WAFFLE BAKER - ROUND (ROTARY),,6600,0.25,0.3,4950.0,4950.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
SWS0002,SWS0002,"SWS0002
",SMARTCHEF,SNACKWICH MAKER,,3200,0.25,0.3,2400.0,2400.0,,,
WBS2003,WBS2003,"WBS2003
",SMARTCHEF,BUBBLE WAFFLE MAKER,,2200,0.25,0.3,1650.0,1650.0,,,
WBS2004,WBS2004,"WBS2004
",SMARCHEF,HEART SHAPE WAFFLE MAKER,,2200,0.25,0.3,1650.0,1650.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 57,PAGE 57,PAGE 57,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CBS1002,CBS1002,CBS1002,SMARTCHEF,CONE BAKER DOUBLE,,3400,0.25,0.3,2550.0,2550.0,,CBS1002,CBS1002
CBS1001,CBS1001,CBS1001,SMARTCHEF,CONE BAKER SINGLE,,1800,0.25,0.3,1350.0,1350.0,,CBS1001,CBS1001
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 58,PAGE 58,PAGE 58,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CMS0001,CMS0001,CMS0001,SMARTCHEF,CREPE MAKER SINGLE,,4200,0.25,0.3,3150.0,3150.0,,CMS0001,CMS0001
WBS2002,WBS2002,WBS2002,SMARTCHEF,CORN / HOT DOG BAKER,,2800,0.25,0.3,2100.0,2100.0,,WBS2002,WBS2002
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 60,PAGE 60,PAGE 60,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF2011TS,MKF2011TS,MKF2011TS,EKA,20 PAN ELEC COMBI STEAM OVEN - MILLENNIAL TOUCH SCREEN,,308000,0.25,0.3,231000.0,231000.0,,MKF2011TS,MKF2011TS
EKCR20TC,EKCR20TC,EKCR20TC,EKA,20 PAN GASTRONOMY TROLLEY WITH HANDLE,,55000,0.25,0.3,41250.0,41250.0,,EKCR20TC,EKCR20TC
EKCR16TC,EKCR16TC,EKCR16TC,EKA,16 TRAY BAKING TROLLEY WITH HANDLE,,55000,0.25,0.3,41250.0,41250.0,,EKCR16TC,EKCR16TC
GNF8055,GNF8055,GNF8055,INOXSERV,1/1 GN INSERT - 55MM DEEP,,210,0.25,0.3,157.5,157.5,,GNF8055,GNF8055
GNF8055.P,GNF8055.P,GNF8055.P,INOXSERV,1/1 GN INSERT - 55MM DEEP (PERFORATED),,250,0.25,0.3,187.5,187.5,,GNF8055.P,GNF8055.P
GNF8040,GNF8040,GNF8040,INOXSERV,1/1 GN INSERT - 40MM DEEP,,250,0.25,0.3,187.5,187.5,,GNF8040,GNF8040
GNF8040.P,GNF8040.P,GNF8040.P,INOXSERV,1/1 GN INSERT - 40MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8040.P,GNF8040.P
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
MKF-MKDET,MKF-MKDET,MKF-MKDET,EKA,SELF CLEANING DETERGENT,,2000,0.25,0.3,1500.0,1500.0,,MKF-MKDET,MKF-MKDET
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 61,PAGE 61,PAGE 61,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF2011S,MKF2011S,MKF2011S,EKA,20 PAN ELEC COMBI STEAM OVEN - MILLENNIAL ,,215000,0.25,0.3,161250.0,161250.0,,MKF2011S,MKF2011S
EKCR20TC,EKCR20TC,EKCR20TC,EKA,20 PAN GASTRONOMY TROLLEY WITH HANDLE,,55000,0.25,0.3,41250.0,41250.0,,EKCR20TC,EKCR20TC
EKCR16TC,EKCR16TC,EKCR16TC,EKA,16 TRAY BAKING TROLLEY WITH HANDLE,,55000,0.25,0.3,41250.0,41250.0,,EKCR16TC,EKCR16TC
GNF8055,GNF8055,GNF8055,INOXSERV,1/1 GN INSERT - 55MM DEEP,,210,0.25,0.3,157.5,157.5,,GNF8055,GNF8055
GNF8055.P,GNF8055.P,GNF8055.P,INOXSERV,1/1 GN INSERT - 55MM DEEP (PERFORATED),,250,0.25,0.3,187.5,187.5,,GNF8055.P,GNF8055.P
GNF8040,GNF8040,GNF8040,INOXSERV,1/1 GN INSERT - 55MM DEEP (PERFORATED),,250,0.25,0.3,187.5,187.5,,GNF8040,GNF8040
GNF8040.P,GNF8040.P,GNF8040.P,INOXSERV,1/1 GN INSERT - 40MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8040.P,GNF8040.P
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,0.25,0.3,,,,EKF-EKKD,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 62,PAGE 62,PAGE 62,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF1111TS,MKF1111TS,MKF1111TS,EKA,11 PAN ELEC COMBI STEAM OVEN - MILLENNIAL TOUCH SCREEN,,166600,0.25,0.3,124950.0,124950.0,,MKF1111TS,MKF1111TS
MKF711TS,MKF711TS,MKF711TS,EKA,7 PAN ELEC COMBI STEAM OVEN - MILLENNIAL TOUCH SCREEN,,124000,0.25,0.3,93000.0,93000.0,,MKF711TS,MKF711TS
GNF8055,GNF8055,GNF8055,INOXSERV,1/1 GN INSERT - 55MM DEEP,,210,0.25,0.3,157.5,157.5,,GNF8055,GNF8055
GNF8055.P,GNF8055.P,GNF8055.P,INOXSERV,1/1 GN INSERT - 55MM DEEP (PERFORATED),,250,0.25,0.3,187.5,187.5,,GNF8055.P,GNF8055.P
GNF8040,GNF8040,GNF8040,INOXSERV,1/1 GN INSERT - 40MM DEEP,,250,0.25,0.3,187.5,187.5,,GNF8040,GNF8040
GNF8040.P,GNF8040.P,GNF8040.P,INOXSERV,1/1 GN INSERT - 40MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8040.P,GNF8040.P
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
MKF-MKTS711-L,MKF-MKTS711-L,MKF-MKTS711-L,SMARTCHEF,STAND FOR 7 PAN OVEN,,6400,0.1,0.1,5760.0,5760.0,,MKF-MKTS711-L,MKF-MKTS711-L
MKF-MKDET,MKF-MKDET,MKF-MKDET,EKA,SELF CLEANING DETERGENT,,2000,0.25,0.3,1500.0,1500.0,,MKF-MKDET,MKF-MKDET
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 63,PAGE 63,PAGE 63,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF1111S,MKF1111S,MKF1111S,EKA,11 PAN ELEC COMBI STEAM OVEN - MILLENNIAL ,,98600,0.25,0.3,73950.0,73950.0,,MKF1111S,MKF1111S
MKF711S,MKF711S,MKF711S,EKA,7 PAN ELEC COMBI STEAM OVEN - MILLENNIAL ,,72000,0.25,0.3,54000.0,54000.0,,MKF711S,MKF711S
GNF8055,GNF8055,GNF8055,INOXSERV,1/1 GN INSERT - 55MM DEEP,,210,0.25,0.3,157.5,157.5,,GNF8055,GNF8055
GNF8055.P,GNF8055.P,GNF8055.P,INOXSERV,1/1 GN INSERT - 55MM DEEP (PERFORATED),,250,0.25,0.3,187.5,187.5,,GNF8055.P,GNF8055.P
GNF8040,GNF8040,GNF8040,INOXSERV,1/1 GN INSERT - 40MM DEEP,,250,0.25,0.3,187.5,187.5,,GNF8040,GNF8040
GNF8040.P,GNF8040.P,GNF8040.P,INOXSERV,1/1 GN INSERT - 40MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8040.P,GNF8040.P
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
MKF-MKTS1111-L,MKF-MKTS1111-L,MKF-MKTS1111-L,SMARTCHEF,STAND FOR 11 PAN OVEN,,6200,0.1,0.1,5580.0,5580.0,,MKF-MKTS1111-L,MKF-MKTS1111-L
MKF-MKTS711-L,MKF-MKTS711-L,MKF-MKTS711-L,SMARTCHEF,STAND FOR 7 PAN OVEN,,6400,0.1,0.1,5760.0,5760.0,,MKF-MKTS711-L,MKF-MKTS711-L
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,0.25,0.3,,,,EKF-EKKD,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 64,PAGE 64,PAGE 64,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF1111GS,MKF1111GS,MKF1111GS,EKA,11 PAN GAS COMBI STEAM OVEN - MILLENNIAL ,,114800,0.25,0.3,86100.0,86100.0,,MKF1111GS,MKF1111GS
MKF711GS,MKF711GS,MKF711GS ,EKA,7 PAN GAS COMBI STEAM OVEN - MILLENNIAL ,,96600,0.25,0.3,72450.0,72450.0,,,
GNF8055,GNF8055,GNF8055,INOXSERV,1/1 GN INSERT - 55MM DEEP,,210,0.25,0.3,157.5,157.5,,GNF8055,GNF8055
GNF8055.P,GNF8055.P,GNF8055.P,INOXSERV,1/1 GN INSERT - 55MM DEEP (PERFORATED),,250,0.25,0.3,187.5,187.5,,GNF8055.P,GNF8055.P
GNF8040,GNF8040,GNF8040,INOXSERV,1/1 GN INSERT - 40MM DEEP,,250,0.25,0.3,187.5,187.5,,GNF8040,GNF8040
GNF8040.P,GNF8040.P,GNF8040.P,INOXSERV,1/1 GN INSERT - 40MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8040.P,GNF8040.P
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
MKF-MKTS1111-L,MKF-MKTS1111-L,MKF-MKTS1111-L,SMARTCHEF,STAND FOR 11 PAN OVEN,,6200,0.1,0.1,5580.0,5580.0,,MKF-MKTS1111-L,MKF-MKTS1111-L
MKF-MKTS711-L,MKF-MKTS711-L,MKF-MKTS711-L,SMARTCHEF,STAND FOR 7 PAN OVEN,,6400,0.1,0.1,5760.0,5760.0,,MKF-MKTS711-L,MKF-MKTS711-L
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,0.25,0.3,,,,EKF-EKKD,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 65,PAGE 65,PAGE 65,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF1064S,MKF1064S,MKF1064S,EKA,10 PAN ELEC COMBI STEAM OVEN - MILLENNIAL ,,102000,0.25,0.3,76500.0,76500.0,,MKF1064S,MKF1064S
MKF664S,MKF664S,MKF664S,EKA,6 PAN ELEC COMBI STEAM OVEN - MILLENNIAL ,,74400,0.25,0.3,55800.0,55800.0,,MKF664S,MKF664S
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,OVEN GRID 600 X 400MM,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
MKF-MKTS1064-L,MKF-MKTS1064-L,MKF-MKTS1064-L,SMARTCHEF,STAND FOR 10 PAN OVEN,,6600,0.1,0.1,5940.0,5940.0,,MKF-MKTS1064-L,MKF-MKTS1064-L
MKF-MKTS664-L,MKF-MKTS664-L,MKF-MKTS664-L,SMARTCHEF,STAND FOR 6 PAN OVEN,,6800,0.1,0.1,6120.0,6120.0,,MKF-MKTS664-L,MKF-MKTS664-L
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,0.25,0.3,,,,EKF-EKKD,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 66,PAGE 66,PAGE 66,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF1064GS,MKF1064GS,MKF1064GS,EKA,10 PAN GAS COMBI STEAM OVEN - MILLENNIAL ,,114800,0.25,0.3,86100.0,86100.0,,MKF1064GS,MKF1064GS
MKF664GS,MKF664GS,MKF664GS,EKA,6 PAN GAS COMBI STEAM OVEN - MILLENNIAL ,,96600,0.25,0.3,72450.0,72450.0,,MKF664GS,MKF664GS
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,OVEN GRID 600 X 400MM,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
MKF-MKTS1064-L,MKF-MKTS1064-L,MKF-MKTS1064-L,SMARTCHEF,STAND FOR 10 PAN OVEN,,6600,0.1,0.1,5940.0,5940.0,,MKF-MKTS1064-L,MKF-MKTS1064-L
MKF-MKTS664-L,MKF-MKTS664-L,MKF-MKTS664-L,SMARTCHEF,STAND FOR 6 PAN OVEN,,6800,0.1,0.1,6120.0,6120.0,,MKF-MKTS664-L,MKF-MKTS664-L
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,0.25,0.3,,,,EKF-EKKD,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 67,PAGE 67,PAGE 67,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
EKF523NTUD,EKF523NTUD,EKF523NTUD,EKA,5 PAN COMBI STEAMER - TOUCH CONTROL - 2/3 GN,,43200,0.25,0.3,32400.0,32400.0,,EKF523NTUD,EKF523NTUD
EKF523NUD,EKF523NUD,EKF523NUD,EKA,5 PAN COMBI STEAMER - 2/3 GN,,36600,0.25,0.3,27450.0,27450.0,,EKF523NUD,EKF523NUD
GN2T8020,GN2T8020,GN2T8020,INOXSERV,2/3 GN INSERT - 20MM DEEP,,170,0.25,0.3,127.5,127.5,,GN2T8020,GN2T8020
GN2T8040.P,GN2T8040.P,GN2T8040.P,INOXSERV,2/3 GN INSERT - 40MM DEEP (PERFORATED),,220,0.25,0.3,165.0,165.0,,GN2T8040.P,GN2T8040.P
GN2T8065,GN2T8065,GN2T8065,INOXSERV,2/3 GN INSERT - 65MM DEEP,,210,0.25,0.3,157.5,157.5,,GN2T8065,GN2T8065
GNT8040,GNT8040,GNT8040,INOXSERV,1/3 GN INSERT - 40MM DEEP,,100,0.25,0.3,75.0,75.0,,GNT8040,GNT8040
GNT8065,GNT8065,GNT8065,INOXSERV,1/3 GN INSERT - 65MM DEEP,,125,0.25,0.3,93.75,93.75,,GNT8065,GNT8065
SOE0423,SOE0423,SOE0423,SMARTCHEF,OVEN STAND,,4200,0.1,0.1,3780.0,3780.0,,SOE0423,SOE0423
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,0.25,0.3,,,,EKF-EKKD,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 68,PAGE 68,PAGE 68,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF664SP,MKF664SP,MKF664SP,EKA,6 PAN ELEC CONVECTION OVEN,,54800,0.25,0.3,41100.0,41100.0,,MKF664SP,MKF664SP
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,STAINLESS STEEL OVEN GRID - 600 X 400,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
MKF-MKTS664-L,MKF-MKTS664-L,MKF-MKTS664-L,SMARTCHEF,STAND FOR 6 PAN OVEN,,6800,0.1,0.1,6120.0,6120.0,,MKF-MKTS664-L,MKF-MKTS664-L
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 69,PAGE 69,PAGE 69,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
EKF416DUD,EKF416DUD,EKF416DUD,EKA,4 PAN COMBI STEAMER DIGITAL CONTROL,,48800,0.25,0.3,36600.0,36600.0,,EKF416DUD,EKF416DUD
EKF416ALUD,EKF416ALUD,EKF416ALUD,EKA,RIGHT HAND HINGED DOOR (4 PAN) MANUAL CONTROL,,48800,0.25,0.3,36600.0,36600.0,,EKF416ALUD,EKF416ALUD
EKF416UD,EKF416UD,EKF416UD,EKA,BOTTOM HINGED DOOR (4 PAN) MANUAL CONTROL,,44400,0.25,0.3,33300.0,33300.0,,EKF416UD,EKF416UD
GNF8065,GNF8065,GNF8065,INOXSERV,1/1 GN INSERT - 65MM DEEP,,220,0.25,0.3,165.0,165.0,,GNF8065,GNF8065
GNF8065.P,GNF8065.P,GNF8065.P,INOXSERV,1/1 GN INSERT - 65MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8065.P,GNF8065.P
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
SOE0416,SOE0416,SOE0416,SMARTCHEF,OVEN STAND - 4 PAN ,,4200,0.1,0.1,3780.0,3780.0,,SOE0416,SOE0416
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,STAINLESS STEEL OVEN GRID - 600 X 400,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,--,--,,,,EKF-EKKD,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 70,PAGE 70,PAGE 70,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
EKF416N,EKF416N,EKF416N,EKA,4 PAN WITH HUMIDIFICATION MANUAL CONTROL,,35000,0.25,0.3,26250.0,26250.0,,EKF416N,EKF416N
EKF416NALP,EKF416NALP,EKF416NALP,EKA,RIGHT HAND HINGED DOOR (4 PAN) MANUAL CONTROL,,36000,0.25,0.3,27000.0,27000.0,,EKF416NALP,EKF416NALP
EKF416NP,EKF416NP,EKF416NP,EKA,BOTTOM HINGED DOOR (4 PAN) MANUAL CONTROL,,33000,0.25,0.3,24750.0,24750.0,,EKF416NP,EKF416NP
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,200,0.25,0.3,150.0,150.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,STAINLESS STEEL OVEN GRID - 600 X 400,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
SOE0416,SOE0416,SOE0416,SMARTCHEF,OVEN STAND - 4 PAN ,,4200,0.1,0.1,3780.0,3780.0,,SOE0416,SOE0416
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 71,PAGE 71,PAGE 71,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
EKF423NM,EKF423NM,EKF423NM,EKA,4 PAN MULTIFUNCTIONAL MANUAL CONTROL,,20800,0.25,0.3,15600.0,15600.0,,EKF423NM,EKF423NM
EKF423NP,EKF423NP,EKF423NP,EKA,4 PAN MANUAL CONTROL,,12200,0.25,0.3,9150.0,9150.0,,EKF423NP,EKF423NP
BTA0043,BTA0043,BTA0043,SMARTCHEF,BAKING TRAY - 435X315X10MM DEEP,,DISCON,--,--,,,,,
SOE0423,SOE0423,SOE0423,SMARTCHEF,OVEN STAND,,4200,0.1,0.1,3780.0,3780.0,,SOE0423,SOE0423
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
